order_id,order_date,ship_date,year,quarter,month,month_name,customer_name,customer_segment,region,city,sales_rep,product_name,product_category,quantity,unit_price,discount_pct,unit_revenue,unit_cost,revenue,cogs,gross_profit,margin_pct,shipping_days,order_status,sales_channel,payment_method,customer_rating
ORD-00012,2022-01-20,2022-01-22,2022,Q1,1,January,Apex Enterprises,Mid-Market,South,Chennai,Rahul Verma,Webcam HD,Electronics,5,2890.0,10,2601.0,2035.43,13005.0,10177.15,2827.85,21.74,2,Completed,Partner,UPI,4.8
ORD-00013,2022-03-23,2022-03-29,2022,Q1,3,March,Smart Technologies,SMB,East,Kolkata,Deepa Nair,Analytics Platform,Software,3,65960.0,5,62662.0,10227.69,187986.0,30683.07,157302.93,83.68,6,Completed,Online,Bank Transfer,5.0
ORD-00014,2022-12-29,2022-12-31,2022,Q4,12,December,Agile Systems,SMB,North,Jaipur,Priya Sharma,Wireless Headphones,Electronics,4,6240.0,20,4992.0,2750.33,19968.0,11001.32,8966.68,44.91,2,Completed,Referral,Credit Card,4.7
ORD-00015,2023-04-01,2023-04-02,2023,Q2,4,April,Mahindra Services,Enterprise,East,Bhubaneswar,Kiran Reddy,Phone Stand,Accessories,2,570.0,0,570.0,177.52,1140.0,355.04,784.96,68.86,1,Completed,Partner,Net Banking,3.8
ORD-00016,2023-11-10,2023-11-13,2023,Q4,11,November,Zenith Enterprises,Mid-Market,West,Nashik,Vikram Singh,4K Monitor,Electronics,3,31860.0,0,31860.0,18804.8,95580.0,56414.4,39165.6,40.98,3,Returned,Email Campaign,Net Banking,
ORD-00017,2022-08-25,2022-08-31,2022,Q3,8,August,Xeno Services,Startup,North,Lucknow,Priya Sharma,Security Package,Software,1,23000.0,15,19550.0,5217.63,19550.0,5217.63,14332.37,73.31,6,Completed,Partner,Cheque,3.1
ORD-00018,2023-11-08,2023-11-13,2023,Q4,11,November,Agile Systems,SMB,Central,Indore,Nikhil Bhat,Executive Chair,Office Supplies,9,20970.0,5,19921.5,9365.73,179293.5,84291.57,95001.93,52.99,5,Completed,Online,Cheque,4.3
ORD-00019,2024-02-16,2024-02-23,2024,Q1,2,February,Infosys Enterprises,Enterprise,South,Hyderabad,Lakshmi Das,Project Manager Pro,Software,4,6600.0,0,6600.0,1172.79,26400.0,4691.16,21708.84,82.23,7,Cancelled,Email Campaign,UPI,
ORD-00020,2024-08-10,2024-08-13,2024,Q3,8,August,Crest Ventures,Mid-Market,West,Surat,Ananya Iyer,Mouse Wireless,Accessories,2,1750.0,15,1487.5,722.6,2975.0,1445.2,1529.8,51.42,3,Completed,Online,UPI,3.4
ORD-00021,2023-02-12,2023-02-17,2023,Q1,2,February,Quick Solutions,SMB,North,Lucknow,Arjun Mehta,Laptop Pro 15,Electronics,5,70350.0,5,66832.5,63911.87,334162.5,319559.35,14603.15,4.37,5,Completed,Referral,Cheque,3.8
ORD-00022,2022-10-30,2022-10-31,2022,Q4,10,October,Xeno Solutions,Startup,North,Delhi,Rohan Gupta,Smart Speaker,Electronics,4,6740.0,15,5729.0,3255.47,22916.0,13021.88,9894.12,43.18,1,Cancelled,Online,Credit Card,
ORD-00023,2024-07-23,2024-07-28,2024,Q3,7,July,Quick Ventures,SMB,South,Coimbatore,Rahul Verma,Monitor Arm,Accessories,3,3610.0,10,3249.0,1267.14,9747.0,3801.42,5945.58,61.0,5,Returned,Email Campaign,Cheque,
ORD-00024,2022-11-22,2022-11-26,2022,Q4,11,November,Swift Systems,SMB,South,Chennai,Lakshmi Das,Cable Organizer,Accessories,3,580.0,15,493.0,117.73,1479.0,353.19,1125.81,76.12,4,Completed,Partner,Bank Transfer,3.5
ORD-00025,2023-10-17,2023-10-20,2023,Q4,10,October,Prime Ventures,Mid-Market,East,Bhubaneswar,Amit Tiwari,Wireless Headphones,Electronics,4,5960.0,0,5960.0,2811.01,23840.0,11244.04,12595.96,52.84,3,Cancelled,Referral,Cheque,
ORD-00026,2022-05-08,2022-05-11,2022,Q2,5,May,Swift Pvt Ltd,SMB,Central,Jabalpur,Suresh Kumar,Cable Organizer,Accessories,1,490.0,5,465.5,121.44,465.5,121.44,344.06,73.91,3,Completed,Referral,Cheque,4.1
ORD-00027,2023-03-28,2023-03-30,2023,Q1,3,March,Brio Systems,Startup,Central,Raipur,Meera Joshi,Security Package,Software,1,22040.0,20,17632.0,5012.81,17632.0,5012.81,12619.19,71.57,2,Returned,Online,Net Banking,
ORD-00028,2024-12-29,2025-01-01,2024,Q4,12,December,Vivo Ventures,Startup,East,Kolkata,Kiran Reddy,Monitor Arm,Accessories,1,3790.0,5,3600.5,1168.35,3600.5,1168.35,2432.15,67.55,3,Returned,Partner,Bank Transfer,
ORD-00029,2024-07-20,2024-07-23,2024,Q3,7,July,Crest Pvt Ltd,Mid-Market,North,Lucknow,Priya Sharma,Printer Laser,Office Supplies,5,12390.0,15,10531.5,7140.87,52657.5,35704.35,16953.15,32.2,3,Completed,Direct,Credit Card,4.5
ORD-00030,2023-05-22,2023-05-25,2023,Q2,5,May,Prime Ventures,Mid-Market,North,Chandigarh,Arjun Mehta,USB-C Hub,Electronics,2,2020.0,0,2020.0,1212.55,4040.0,2425.1,1614.9,39.97,3,Completed,Online,Net Banking,4.2
ORD-00031,2022-08-23,2022-08-29,2022,Q3,8,August,Apex Pvt Ltd,Mid-Market,South,Bengaluru,Rahul Verma,Executive Chair,Office Supplies,5,19300.0,5,18335.0,9014.09,91675.0,45070.45,46604.55,50.84,6,Completed,Direct,Net Banking,4.4
ORD-00032,2023-05-13,2023-05-14,2023,Q2,5,May,Apex Inc,Mid-Market,West,Mumbai,Vikram Singh,Shredder Pro,Office Supplies,10,5510.0,5,5234.5,2900.79,52345.0,29007.9,23337.1,44.58,1,Cancelled,Partner,Credit Card,
ORD-00033,2024-05-10,2024-05-17,2024,Q2,5,May,Smart Corp,SMB,South,Kochi,Sneha Patel,Mechanical Keyboard,Electronics,2,6630.0,15,5635.5,3743.42,11271.0,7486.84,3784.16,33.57,7,Cancelled,Referral,Cheque,
ORD-00034,2024-06-11,2024-06-16,2024,Q2,6,June,Agile Enterprises,SMB,North,Chandigarh,Rohan Gupta,Whiteboard XL,Office Supplies,2,3990.0,20,3192.0,1818.74,6384.0,3637.48,2746.52,43.02,5,Returned,Partner,Credit Card,
ORD-00035,2024-10-09,2024-10-14,2024,Q4,10,October,Zolo Services,Startup,North,Jaipur,Priya Sharma,Cloud Storage 1TB,Software,3,4580.0,15,3893.0,532.21,11679.0,1596.63,10082.37,86.33,5,Completed,Email Campaign,Bank Transfer,3.2
ORD-00036,2024-04-12,2024-04-14,2024,Q2,4,April,Apex Technologies,Mid-Market,West,Surat,Ananya Iyer,Cloud Storage 1TB,Software,4,3450.0,0,3450.0,501.29,13800.0,2005.16,11794.84,85.47,2,Completed,Email Campaign,UPI,3.9
ORD-00037,2024-12-23,2024-12-26,2024,Q4,12,December,Agile Solutions,SMB,North,Jaipur,Priya Sharma,Monitor Arm,Accessories,4,3600.0,0,3600.0,1252.52,14400.0,5010.08,9389.92,65.21,3,Completed,Email Campaign,Bank Transfer,3.4
ORD-00038,2024-09-18,2024-09-20,2024,Q3,9,September,Quick Group,SMB,West,Pune,Ananya Iyer,Executive Chair,Office Supplies,5,16130.0,0,16130.0,9378.38,80650.0,46891.9,33758.1,41.86,2,Completed,Direct,Credit Card,4.1
ORD-00039,2022-09-16,2022-09-17,2022,Q3,9,September,HCL Solutions,Enterprise,West,Mumbai,Pooja Rao,Laptop Bag,Accessories,5,2670.0,0,2670.0,876.57,13350.0,4382.85,8967.15,67.17,1,Completed,Referral,Credit Card,4.6
ORD-00040,2024-03-31,2024-04-02,2024,Q1,3,March,Tata Solutions,Enterprise,South,Bengaluru,Sneha Patel,USB-C Hub,Electronics,2,2090.0,0,2090.0,1153.29,4180.0,2306.58,1873.42,44.82,2,Completed,Email Campaign,Cheque,4.2
ORD-00041,2023-04-08,2023-04-09,2023,Q2,4,April,Quick Systems,SMB,Central,Raipur,Nikhil Bhat,Cable Organizer,Accessories,3,510.0,0,510.0,122.87,1530.0,368.61,1161.39,75.91,1,Cancelled,Direct,Bank Transfer,
ORD-00042,2023-03-09,2023-03-13,2023,Q1,3,March,Tata Solutions,Enterprise,South,Chennai,Sneha Patel,Wireless Headphones,Electronics,5,3810.0,5,3619.5,2910.93,18097.5,14554.65,3542.85,19.58,4,Completed,Direct,Bank Transfer,3.6
ORD-00043,2023-08-03,2023-08-05,2023,Q3,8,August,Prime Pvt Ltd,Mid-Market,South,Chennai,Lakshmi Das,Laptop Bag,Accessories,3,2950.0,15,2507.5,949.06,7522.5,2847.18,4675.32,62.15,2,Returned,Direct,Net Banking,
ORD-00044,2023-04-06,2023-04-11,2023,Q2,4,April,Quick Group,SMB,West,Pune,Pooja Rao,Security Package,Software,1,21410.0,10,19269.0,5236.82,19269.0,5236.82,14032.18,72.82,5,Completed,Referral,Credit Card,3.9
ORD-00045,2023-09-15,2023-09-20,2023,Q3,9,September,Rapid Group,SMB,Central,Jabalpur,Nikhil Bhat,Phone Stand,Accessories,4,650.0,5,617.5,188.19,2470.0,752.76,1717.24,69.52,5,Completed,Direct,Credit Card,3.5
ORD-00046,2022-02-12,2022-02-17,2022,Q1,2,February,Rapid Services,SMB,North,Chandigarh,Rohan Gupta,Shredder Pro,Office Supplies,8,4610.0,0,4610.0,2726.06,36880.0,21808.48,15071.52,40.87,5,Returned,Referral,Credit Card,
ORD-00047,2024-08-20,2024-08-24,2024,Q3,8,August,Agile Solutions,SMB,West,Mumbai,Ananya Iyer,Phone Stand,Accessories,2,650.0,0,650.0,186.5,1300.0,373.0,927.0,71.31,4,Cancelled,Direct,Cheque,
ORD-00048,2022-06-30,2022-07-04,2022,Q2,6,June,Smart Pvt Ltd,SMB,West,Surat,Ananya Iyer,Whiteboard XL,Office Supplies,9,3970.0,20,3176.0,1836.97,28584.0,16532.73,12051.27,42.16,4,Completed,Online,Net Banking,3.7
ORD-00049,2024-10-17,2024-10-18,2024,Q4,10,October,Prime Solutions,Mid-Market,East,Patna,Amit Tiwari,Laptop Bag,Accessories,5,3080.0,15,2618.0,911.71,13090.0,4558.55,8531.45,65.18,1,Cancelled,Online,Bank Transfer,
ORD-00050,2023-09-29,2023-10-05,2023,Q3,9,September,HCL Services,Enterprise,North,Delhi,Rohan Gupta,USB-C Hub,Electronics,2,2500.0,5,2375.0,1287.74,4750.0,2575.48,2174.52,45.78,6,Completed,Referral,UPI,4.0
ORD-00051,2023-07-14,2023-07-16,2023,Q3,7,July,Quick Solutions,SMB,North,Lucknow,Priya Sharma,Cable Organizer,Accessories,5,400.0,10,360.0,121.93,1800.0,609.65,1190.35,66.13,2,Completed,Partner,Cheque,3.7
ORD-00052,2024-11-05,2024-11-10,2024,Q4,11,November,Agile Systems,SMB,South,Hyderabad,Sneha Patel,4K Monitor,Electronics,5,35980.0,20,28784.0,17447.71,143920.0,87238.55,56681.45,39.38,5,Returned,Partner,UPI,
ORD-00053,2024-02-12,2024-02-18,2024,Q1,2,February,Crest Ventures,Mid-Market,Central,Bhopal,Meera Joshi,Standing Desk,Office Supplies,10,21980.0,5,20881.0,13379.44,208810.0,133794.4,75015.6,35.93,6,Returned,Referral,Cheque,
ORD-00054,2022-11-08,2022-11-12,2022,Q4,11,November,Rapid Group,SMB,East,Ranchi,Deepa Nair,Wireless Headphones,Electronics,3,6330.0,5,6013.5,2696.3,18040.5,8088.9,9951.6,55.16,4,Completed,Online,Cheque,4.7
ORD-00055,2022-11-13,2022-11-18,2022,Q4,11,November,Tata Group,Enterprise,South,Coimbatore,Rahul Verma,Phone Stand,Accessories,4,870.0,20,696.0,186.78,2784.0,747.12,2036.88,73.16,5,Returned,Partner,Cheque,
ORD-00056,2022-03-15,2022-03-21,2022,Q1,3,March,Apex Technologies,Mid-Market,South,Hyderabad,Lakshmi Das,Wireless Headphones,Electronics,2,4560.0,0,4560.0,2936.77,9120.0,5873.54,3246.46,35.6,6,Completed,Referral,Bank Transfer,4.4
ORD-00057,2022-03-01,2022-03-08,2022,Q1,3,March,Quick Corp,SMB,Central,Indore,Suresh Kumar,Executive Chair,Office Supplies,6,16830.0,5,15988.5,9212.14,95931.0,55272.84,40658.16,42.38,7,Completed,Online,Bank Transfer,3.2
ORD-00058,2024-02-23,2024-02-24,2024,Q1,2,February,Zolo Solutions,Startup,West,Nashik,Pooja Rao,Cloud Storage 1TB,Software,2,2970.0,5,2821.5,491.6,5643.0,983.2,4659.8,82.58,1,Returned,Partner,Net Banking,
ORD-00059,2022-11-20,2022-11-24,2022,Q4,11,November,Apex Pvt Ltd,Mid-Market,West,Ahmedabad,Vikram Singh,Phone Stand,Accessories,4,820.0,0,820.0,175.66,3280.0,702.64,2577.36,78.58,4,Returned,Direct,Bank Transfer,
ORD-00060,2024-02-21,2024-02-28,2024,Q1,2,February,Quick Corp,SMB,Central,Indore,Nikhil Bhat,Shredder Pro,Office Supplies,1,5160.0,0,5160.0,2662.95,5160.0,2662.95,2497.05,48.39,7,Completed,Email Campaign,Cheque,4.7
ORD-00061,2023-08-10,2023-08-17,2023,Q3,8,August,Qero Group,Startup,West,Pune,Vikram Singh,Standing Desk,Office Supplies,10,24900.0,20,19920.0,14499.71,199200.0,144997.1,54202.9,27.21,7,Completed,Direct,Credit Card,3.6
ORD-00062,2024-06-21,2024-06-24,2024,Q2,6,June,Infosys Enterprises,Enterprise,South,Hyderabad,Rahul Verma,Standing Desk,Office Supplies,6,24160.0,0,24160.0,14731.45,144960.0,88388.7,56571.3,39.03,3,Cancelled,Email Campaign,UPI,
ORD-00063,2022-12-03,2022-12-10,2022,Q4,12,December,Zenith Enterprises,Mid-Market,South,Hyderabad,Sneha Patel,Phone Stand,Accessories,1,740.0,20,592.0,193.62,592.0,193.62,398.38,67.29,7,Returned,Email Campaign,UPI,
ORD-00064,2022-07-04,2022-07-11,2022,Q3,7,July,Brio Enterprises,Startup,West,Mumbai,Ananya Iyer,4K Monitor,Electronics,4,28350.0,0,28350.0,18467.87,113400.0,73871.48,39528.52,34.86,7,Completed,Direct,Bank Transfer,3.9
ORD-00065,2023-11-03,2023-11-06,2023,Q4,11,November,Smart Systems,SMB,North,Lucknow,Rohan Gupta,CRM Suite Annual,Software,3,53140.0,0,53140.0,8584.11,159420.0,25752.33,133667.67,83.85,3,Returned,Direct,Credit Card,
ORD-00066,2023-04-26,2023-05-02,2023,Q2,4,April,Peak Enterprises,Mid-Market,East,Patna,Amit Tiwari,Cloud Storage 1TB,Software,5,3670.0,0,3670.0,532.55,18350.0,2662.75,15687.25,85.49,6,Completed,Referral,Net Banking,3.8
ORD-00067,2023-07-27,2023-08-02,2023,Q3,7,July,Peak Enterprises,Mid-Market,North,Lucknow,Arjun Mehta,Standing Desk,Office Supplies,4,24180.0,15,20553.0,13968.55,82212.0,55874.2,26337.8,32.04,6,Completed,Direct,Cheque,3.6
ORD-00068,2022-09-08,2022-09-10,2022,Q3,9,September,Prime Solutions,Mid-Market,Central,Jabalpur,Meera Joshi,Webcam HD,Electronics,1,3410.0,0,3410.0,2209.85,3410.0,2209.85,1200.15,35.2,2,Completed,Email Campaign,Bank Transfer,4.2
ORD-00069,2023-04-23,2023-04-29,2023,Q2,4,April,Agile Ventures,SMB,East,Patna,Deepa Nair,Project Manager Pro,Software,2,9070.0,20,7256.0,1167.22,14512.0,2334.44,12177.56,83.91,6,Completed,Online,Credit Card,3.7
ORD-00070,2023-05-03,2023-05-07,2023,Q2,5,May,Zolo Technologies,Startup,South,Hyderabad,Lakshmi Das,Executive Chair,Office Supplies,1,16600.0,0,16600.0,9422.43,16600.0,9422.43,7177.57,43.24,4,Returned,Partner,Net Banking,
ORD-00071,2022-08-12,2022-08-19,2022,Q3,8,August,Peak Enterprises,Mid-Market,Central,Jabalpur,Meera Joshi,Project Manager Pro,Software,3,9040.0,0,9040.0,1295.78,27120.0,3887.34,23232.66,85.67,7,Returned,Referral,Credit Card,
ORD-00072,2024-10-01,2024-10-06,2024,Q4,10,October,Apex Enterprises,Mid-Market,East,Kolkata,Amit Tiwari,Laptop Bag,Accessories,3,3250.0,0,3250.0,928.05,9750.0,2784.15,6965.85,71.44,5,Cancelled,Partner,Cheque,
ORD-00073,2024-12-22,2024-12-29,2024,Q4,12,December,Reliance Pvt Ltd,Enterprise,South,Kochi,Sneha Patel,Monitor Arm,Accessories,1,3880.0,15,3298.0,1241.54,3298.0,1241.54,2056.46,62.35,7,Cancelled,Online,Cheque,
ORD-00074,2024-07-13,2024-07-16,2024,Q3,7,July,Quick Group,SMB,West,Surat,Vikram Singh,Phone Stand,Accessories,4,590.0,5,560.5,178.31,2242.0,713.24,1528.76,68.19,3,Completed,Online,Cheque,3.1
ORD-00075,2022-06-24,2022-06-30,2022,Q2,6,June,Zenith Enterprises,Mid-Market,North,Jaipur,Arjun Mehta,Laptop Bag,Accessories,2,2830.0,10,2547.0,920.72,5094.0,1841.44,3252.56,63.85,6,Completed,Referral,UPI,4.7
ORD-00076,2024-05-16,2024-05-18,2024,Q2,5,May,Prime Technologies,Mid-Market,Central,Indore,Nikhil Bhat,4K Monitor,Electronics,3,26120.0,0,26120.0,18636.76,78360.0,55910.28,22449.72,28.65,2,Completed,Partner,Net Banking,3.7
ORD-00077,2023-07-25,2023-07-31,2023,Q3,7,July,Agile Enterprises,SMB,North,Amritsar,Rohan Gupta,Cloud Storage 1TB,Software,5,3710.0,0,3710.0,514.58,18550.0,2572.9,15977.1,86.13,6,Completed,Direct,Bank Transfer,3.5
ORD-00078,2023-09-25,2023-09-26,2023,Q3,9,September,Zenith Enterprises,Mid-Market,Central,Bhopal,Meera Joshi,Executive Chair,Office Supplies,10,16830.0,15,14305.5,9290.81,143055.0,92908.1,50146.9,35.05,1,Completed,Email Campaign,Bank Transfer,3.8
ORD-00079,2024-07-18,2024-07-23,2024,Q3,7,July,Quick Corp,SMB,West,Ahmedabad,Ananya Iyer,Security Package,Software,5,23560.0,0,23560.0,4852.32,117800.0,24261.6,93538.4,79.4,5,Completed,Direct,UPI,3.9
ORD-00080,2024-05-18,2024-05-23,2024,Q2,5,May,Swift Systems,SMB,South,Chennai,Sneha Patel,Cable Organizer,Accessories,5,410.0,0,410.0,124.58,2050.0,622.9,1427.1,69.61,5,Returned,Email Campaign,UPI,
ORD-00081,2022-04-04,2022-04-07,2022,Q2,4,April,Rapid Services,SMB,South,Bengaluru,Rahul Verma,Monitor Arm,Accessories,2,2920.0,0,2920.0,1259.21,5840.0,2518.42,3321.58,56.88,3,Completed,Direct,Credit Card,4.0
ORD-00082,2024-05-31,2024-06-07,2024,Q2,5,May,Quick Ventures,SMB,West,Pune,Vikram Singh,Cloud Storage 1TB,Software,5,3700.0,0,3700.0,479.68,18500.0,2398.4,16101.6,87.04,7,Completed,Referral,Credit Card,3.9
ORD-00083,2022-06-09,2022-06-14,2022,Q2,6,June,Agile Inc,SMB,North,Lucknow,Priya Sharma,Monitor Arm,Accessories,3,2730.0,0,2730.0,1166.81,8190.0,3500.43,4689.57,57.26,5,Returned,Partner,Credit Card,
ORD-00084,2024-06-13,2024-06-16,2024,Q2,6,June,Apex Pvt Ltd,Mid-Market,South,Kochi,Rahul Verma,Cloud Storage 1TB,Software,5,3560.0,15,3026.0,497.07,15130.0,2485.35,12644.65,83.57,3,Completed,Direct,Net Banking,4.3
ORD-00085,2024-12-22,2024-12-29,2024,Q4,12,December,Smart Corp,SMB,North,Chandigarh,Rohan Gupta,Security Package,Software,2,23890.0,0,23890.0,5141.56,47780.0,10283.12,37496.88,78.48,7,Completed,Online,Cheque,3.9
ORD-00086,2024-07-08,2024-07-09,2024,Q3,7,July,Bajaj Group,Enterprise,West,Surat,Pooja Rao,Whiteboard XL,Office Supplies,2,4230.0,20,3384.0,1774.27,6768.0,3548.54,3219.46,47.57,1,Completed,Email Campaign,Credit Card,3.6
ORD-00087,2024-07-14,2024-07-19,2024,Q3,7,July,Crest Inc,Mid-Market,East,Patna,Kiran Reddy,4K Monitor,Electronics,1,30660.0,0,30660.0,18539.12,30660.0,18539.12,12120.88,39.53,5,Returned,Referral,Net Banking,
ORD-00088,2022-03-26,2022-04-02,2022,Q1,3,March,Prime Technologies,Mid-Market,West,Surat,Ananya Iyer,Security Package,Software,5,19060.0,0,19060.0,5277.13,95300.0,26385.65,68914.35,72.31,7,Completed,Direct,Net Banking,4.3
ORD-00089,2022-03-22,2022-03-29,2022,Q1,3,March,Crest Ventures,Mid-Market,West,Nashik,Vikram Singh,Cable Organizer,Accessories,5,410.0,0,410.0,120.04,2050.0,600.2,1449.8,70.72,7,Completed,Email Campaign,Credit Card,4.6
ORD-00090,2023-11-17,2023-11-20,2023,Q4,11,November,Wipro Ventures,Enterprise,Central,Raipur,Suresh Kumar,Executive Chair,Office Supplies,5,22370.0,10,20133.0,9571.74,100665.0,47858.7,52806.3,52.46,3,Completed,Email Campaign,Bank Transfer,4.8
ORD-00091,2023-09-28,2023-10-04,2023,Q3,9,September,Reliance Pvt Ltd,Enterprise,South,Bengaluru,Lakshmi Das,Mouse Wireless,Accessories,3,1840.0,0,1840.0,739.0,5520.0,2217.0,3303.0,59.84,6,Cancelled,Direct,Cheque,
ORD-00092,2024-11-07,2024-11-09,2024,Q4,11,November,Nivo Solutions,Startup,Central,Bhopal,Meera Joshi,4K Monitor,Electronics,2,34950.0,0,34950.0,17630.11,69900.0,35260.22,34639.78,49.56,2,Completed,Direct,UPI,4.7
ORD-00093,2022-07-27,2022-08-03,2022,Q3,7,July,Agile Solutions,SMB,South,Coimbatore,Lakshmi Das,Webcam HD,Electronics,2,3580.0,0,3580.0,2221.96,7160.0,4443.92,2716.08,37.93,7,Cancelled,Online,Cheque,
ORD-00094,2022-03-31,2022-04-03,2022,Q1,3,March,Agile Technologies,SMB,West,Nashik,Ananya Iyer,Standing Desk,Office Supplies,5,26920.0,0,26920.0,14271.9,134600.0,71359.5,63240.5,46.98,3,Returned,Online,UPI,
ORD-00095,2024-06-21,2024-06-28,2024,Q2,6,June,Crest Ventures,Mid-Market,East,Ranchi,Deepa Nair,Printer Laser,Office Supplies,7,13390.0,20,10712.0,7200.24,74984.0,50401.68,24582.32,32.78,7,Completed,Direct,Cheque,4.7
ORD-00096,2022-07-30,2022-08-01,2022,Q3,7,July,Felo Inc,Startup,North,Chandigarh,Rohan Gupta,4K Monitor,Electronics,3,27550.0,20,22040.0,18123.69,66120.0,54371.07,11748.93,17.77,2,Returned,Partner,Credit Card,
ORD-00097,2024-04-29,2024-04-30,2024,Q2,4,April,Smart Corp,SMB,Central,Bhopal,Suresh Kumar,Monitor Arm,Accessories,4,3320.0,0,3320.0,1189.71,13280.0,4758.84,8521.16,64.17,1,Completed,Online,Bank Transfer,3.1
ORD-00098,2024-08-25,2024-08-30,2024,Q3,8,August,Peak Enterprises,Mid-Market,South,Coimbatore,Lakshmi Das,Cloud Storage 1TB,Software,1,3450.0,0,3450.0,529.27,3450.0,529.27,2920.73,84.66,5,Cancelled,Email Campaign,Cheque,
ORD-00099,2022-08-16,2022-08-23,2022,Q3,8,August,Xeno Solutions,Startup,West,Mumbai,Ananya Iyer,Security Package,Software,2,22620.0,5,21489.0,4790.82,42978.0,9581.64,33396.36,77.71,7,Returned,Email Campaign,Net Banking,
ORD-00100,2022-02-03,2022-02-09,2022,Q1,2,February,Quick Corp,SMB,Central,Raipur,Nikhil Bhat,Analytics Platform,Software,1,49300.0,5,46835.0,9256.33,46835.0,9256.33,37578.67,80.24,6,Completed,Email Campaign,UPI,3.1
ORD-00101,2024-12-13,2024-12-16,2024,Q4,12,December,HCL Solutions,Enterprise,West,Surat,Pooja Rao,Mechanical Keyboard,Electronics,1,8910.0,0,8910.0,3979.17,8910.0,3979.17,4930.83,55.34,3,Completed,Partner,Bank Transfer,4.5
ORD-00102,2022-08-01,2022-08-05,2022,Q3,8,August,Xeno Services,Startup,North,Jaipur,Rohan Gupta,Standing Desk,Office Supplies,9,24750.0,20,19800.0,14718.04,178200.0,132462.36,45737.64,25.67,4,Returned,Online,Bank Transfer,
ORD-00103,2022-05-10,2022-05-15,2022,Q2,5,May,Mahindra Services,Enterprise,West,Pune,Pooja Rao,Laptop Bag,Accessories,1,3080.0,0,3080.0,964.2,3080.0,964.2,2115.8,68.69,5,Returned,Email Campaign,Cheque,
ORD-00104,2023-06-03,2023-06-09,2023,Q2,6,June,Smart Corp,SMB,North,Delhi,Arjun Mehta,Security Package,Software,3,22150.0,5,21042.5,5328.17,63127.5,15984.51,47142.99,74.68,6,Returned,Referral,UPI,
